title,popularity,popularity_norm
Toy Story,21.946943,0.1556999763701862
Jumanji,17.015539,0.12071283938626964
Grumpier Old Men,11.7129,0.0830918784856299
Waiting to Exhale,3.859495,0.027373840270716817
Heat,17.924927,0.12716473067879605
Sabrina,6.677277,0.04736533251609245
Tom and Huck,2.561161,0.01816246973427804
Sudden Death,5.23158,0.03710845658862084
GoldenEye,14.686036,0.10418557036401054
The American President,6.318445,0.044819504930639555
Dracula: Dead and Loving It,5.430331,0.03851854760178674
Balto,12.140733,0.08612725173374343
Nixon,5.092,0.03611816972909461
Cutthroat Island,7.284477,0.05167327191360158
Casino,10.137389,0.07191400314289438
Sense and Sensibility,10.673167,0.07571522045929531
Four Rooms,9.026586,0.06403312039162405
Ace Ventura: When Nature Calls,8.205448,0.05820734183267832
Money Train,7.337906,0.05205233794467786
Get Shorty,12.669608,0.08987949390906892
Copycat,10.701801,0.07591837187021144
Assassins,11.065939,0.07850184426205957
Powder,12.133094,0.08607305484794373
Leaving Las Vegas,10.332025,0.0732948992110327
Othello,1.845899,0.013087856181344613
Now and Then,8.681325,0.06158357581928643
Persuasion,2.228434,0.015801850907013516
The City of Lost Children,9.822423,0.06967939438091174
Shanghai Triad,1.100915,0.007802372116598327
Dangerous Minds,9.481338,0.06725947753407477
Twelve Monkeys,12.297305,0.08723809278668611
Wings of Courage,0.745542,0.005281085312397051
Babe,14.404764,0.10219001250792327
Carrington,1.493361,0.01058668302699831
Dead Man Walking,6.891317,0.04888389534323813
Across the Sea of Time,0.114469,0.0008037726651567974
It Takes Two,7.777735,0.055172819955987225
Clueless,9.882383,0.07010479630165391
"Cry, the Beloved Country",0.894647,0.006338949778578869
Richard III,4.561387,0.03235359685766754
Dead Presidents,9.87957,0.07008483873655971
Restoration,10.979269,0.0778869412522076
Mortal Kombat,10.870138,0.07711268279636181
To Die For,10.448481,0.07412112679745615
How To Make An American Quilt,4.485958,0.03181844606581195
Se7en,18.45743,0.1309427126501264
Pocahontas,13.280069,0.09421056932498266
When Night Is Falling,3.302524,0.023422263666352423
The Usual Suspects,16.302466,0.11565375626703374
Guardian Angel,0.595949,0.0042197586024306745
Mighty Aphrodite,15.899134,0.11279221177909542
Lamerica,1.361286,0.00964964235518339
The Big Green,5.982764,0.04243792817685948
Georgia,4.093443,0.029033645616844066
Kids of the Round Table,0.307075,0.0021702663667322987
Home for the Holidays,8.416802,0.05970684812948521
The Postman,10.168437,0.07213428130892512
The Confessional,0.120789,0.0008486115600715828
The Indian in the Cupboard,10.673296,0.07571613568357444
Eye for an Eye,4.733526,0.033574882068385305
Mr. Holland's Opus,7.137117,0.050627787806854306
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,11.700115,0.08300117195533156
Two If by Sea,2.174487,0.015419109789297069
Bio-Dome,6.387469,0.04530921377282281
Lawnmower Man 2: Beyond Cyberspace,2.49535,0.017695556361930428
Two Bits,4.046208,0.02869852454068902
French Twist,2.518051,0.017856614550769118
Friday,14.56965,0.10335983941091682
From Dusk Till Dawn,15.339153,0.10881927994155166
Fair Game,5.912223,0.041937456580944305
Kicking and Screaming,3.367276,0.023881663685897076
Les Miserables,1.479446,0.010487959415805392
Bed of Roses,10.412194,0.07386367917407438
Big Bully,2.936443,0.020825006152222745
Screamers,12.758848,0.09051263045688467
Nico Icon,0.133893,0.0009415813194012266
The Crossing Guard,5.756462,0.04083236937986489
The Juror,6.010579,0.042635268977817505
The White Balloon,1.196256,0.008478793806482908
Things to Do in Denver When You're Dead,4.486179,0.031820014008181595
Antonia's Line,2.030174,0.01439524342191773
Once Upon a Time... When We Were Colored,0.252287,0.0017815585542969717
Last Summer in the Hamptons,0.531159,0.003760088981935588
Angels and Insects,2.15166,0.015257157660464822
White Squall,9.568604,0.0678786090219915
Dunston Checks In,4.814825,0.03415167911232156
Black Sheep,8.963037,0.0635822553705893
Nick of Time,6.848591,0.04858076454828099
The Journey of August King,0.411424,0.0029105976713941577
Mary Reilly,12.866139,0.09127383455091982
Vampire in Brooklyn,9.071127,0.06434912817934549
Beautiful Girls,4.670562,0.033128167483034904
Broken Arrow,14.957626,0.10611243673583119
A Midwinter's Tale,0.513391,0.003634029253320729
La Haine,12.108196,0.08589640946731267
Shopping,2.657647,0.018847014926485002
Heidi Fleiss: Hollywood Madam,0.638211,0.004519597427887741
City Hall,4.807223,0.034097744732710454
Bottle Rocket,6.904831,0.048979773954927745
Mr. Wrong,3.329264,0.02361197759831783
Unforgettable,2.464425,0.01747615085160768
Happy Gilmore,9.592265,0.06804647818220964
The Bridges of Madison County,5.951077,0.04221311645800428
Nobody Loves Me,1.015068,0.007193308095751873
Muppet Treasure Island,6.902423,0.04896268976838426
Catwalk,0.976707,0.006921145936285719
Headless Body in Topless Bar,0.001346,1.1919199914056891e-06
Braveheart,20.755149,0.14724448176163052
Taxi Driver,14.092713,0.09997608497674389
Rumble in the Bronx,12.314278,0.08735851217962735
Before and After,2.938293,0.020838131461651914
Margaret's Museum,0.372697,0.0026358388290895853
Happiness Is in the Field,1.254885,0.008894752599197933
Anne Frank Remembered,0.243986,0.0017226649361501943
The Young Poisoner's Handbook,6.178497,0.0438266071987512
If Lucy Fell,2.891918,0.020509111880690968
Steal Big Steal Little,1.522412,0.010792792953607399
Race the Sun,1.317878,0.009341672932642093
The Boys of St. Vincent,0.86539,0.006131378331027938
Boomerang,6.506983,0.04615713714099459
Chungking Express,6.778979,0.048086883986127815
The Star Maker,1.702639,0.012071460598197118
Flirting with Disaster,5.579088,0.0395739430908435
The Neverending Story III: Escape from Fantasia,6.252377,0.04435076820449556
The Silences of the Palace,0.406754,0.0028774651335378206
Jupiter's Wife,0.001178,0.0
Pie in the Sky,0.699066,0.004951349160488891
Angela,2.197439,0.015581948763361018
Frankie Starlight,0.637554,0.004514936169349923
Jade,11.418917,0.08100613911162147
Nueba Yol,0.291021,0.002056367059934519
Sonic Outlaws,0.001838,4.682542823379494e-06
Down Periscope,5.184977,0.03677781940195727
From the Journals of Jean Seberg,0.276401,0.00195264164163481
Man of the Year,0.540436,0.003825907087651484
The Neon Bible,0.370342,0.0026191306649243446
Target,0.001205,1.915585700473422e-07
Up Close & Personal,3.402749,0.024133336173130016
The Birdcage,6.49968,0.04610532409517771
Virgin Mary,0.918504,0.00650820951212033
The Brothers McMullen,2.039196,0.014459252363360955
Bad Boys,9.262184,0.06570463209480976
The Amazing Panda Adventure,2.375865,0.016847838741852396
The Basketball Diaries,7.415144,0.052600323160726624
An Awfully Big Adventure,0.922958,0.006539809581416288
Amateur,1.759012,0.01247141360817041
Apollo 13,18.761467,0.13309978275981102
Rob Roy,10.193549,0.07231244496859286
The Addiction,3.137285,0.022249932312424538
Batman Forever,13.321354,0.09450347656810876
Belle de Jour,10.142662,0.07195141382214844
Beyond Rangoon,2.04189,0.014478365651794568
Blue in the Face,11.528147,0.08178109994889078
Canadian Bacon,5.391556,0.038243448210913196
Casper,12.812539,0.09089355531556657
Clockers,4.558992,0.03233660490302816
Congo,7.260574,0.05150368582101486
Crimson Tide,8.657365,0.06141358532527406
Crumb,3.620388,0.02567743304818682
Desperado,6.950458,0.0493034866540222
Devil in a Blue Dress,4.646132,0.03295484245095132
Die Hard: With a Vengeance,15.138855,0.10739821333179823
The Doom Generation,7.120806,0.05051206514626015
Feast of July,0.523575,0.0037062823080378448
First Knight,15.178338,0.10767833581406414
Free Willy 2 - The Adventure Home,7.575098,0.053735158698258206
Hackers,14.810519,0.10506874760383288
Jeffrey,3.196456,0.022669736466064218
Johnny Mnemonic,11.715868,0.08311293573881141
Judge Dredd,8.184815,0.058060955611352875
Jury Duty,3.676921,0.02607852122005669
Kids,4.877872,0.03459898256290581
Living in Oblivion,10.058329,0.07135309127074835
Lord of Illusions,4.102409,0.02909725725162349
Love & Human Remains,0.354014,0.0025032873933786776
Mad Love,2.624771,0.018613767535785874
Mallrats,8.25547,0.05856223601011936
Mighty Morphin Power Rangers: The Movie,7.024227,0.0498268601412008
Moonlight and Valentino,1.01115,0.007165510818809447
Mute Witness,2.466066,0.01748779335580945
Nadja,7.720056,0.05476360118703312
The Net,13.304342,0.09438278047945522
Nine Months,8.482834,0.06017532944420247
Party Girl,1.165039,0.008257316625698912
The Prophecy,10.187623,0.07227040140984839
Reckless,0.119713,0.0008409775963171036
Safe,8.180047,0.05802712778683489
The Scarlet Letter,6.752119,0.04789631868273998
The Show,0.159596,0.0011239379833244433
Showgirls,17.502375,0.12416682486803142
Smoke,5.552946,0.039388471826466556
Something to Talk About,3.743212,0.026548840078094035
Species,13.492845,0.09572016437314539
The Stars Fell on Henrietta,0.913522,0.006472863408565668
Strange Days,11.223055,0.07961654486545063
The Umbrellas of Cherbourg,8.133881,0.057699591011101344
The Tie That Binds,1.820419,0.01290708164931475
Three Wishes,11.002046,0.07804853864294717
Total Eclipse,4.546552,0.03224834606556931
"To Wong Foo, Thanks for Everything! Julie Newmar",7.653446,0.05429101909996448
Under Siege 2: Dark Territory,7.490247,0.05313316106021795
Unstrung Heroes,2.881689,0.02043653956169044
Unzipped,0.786023,0.005568288366992847
A Walk in the Clouds,9.715639,0.06892178733113634
Waterworld,16.885184,0.11978800170484291
White Man's Burden,1.834099,0.01300413799147207
Wild Bill,8.922139,0.06329209380030054
The Browning Version,3.727644,0.02643838882555711
Bushwhacked,3.287036,0.023312379994763786
Burnt by the Sun,2.486073,0.01762973825621453
Before the Rain,3.525649,0.025005282404938108
Before Sunrise,11.304979,0.08019777613554538
Billy Madison,6.638116,0.047087494547143414
The Babysitter,2.761837,0.01958621816401214
Boys on the Side,3.030309,0.02149096306837326
The Cure,2.686342,0.019050599117874205
Castle Freak,2.26977,0.016095119982994142
Circle of Friends,2.605521,0.018477193370103975
Clerks,10.513367,0.0745814775150892
Don Juan DeMarco,7.438934,0.052769107545223896
Disclosure,11.812244,0.08379670050721447
Dream Man,0.155859,0.0010974248582775205
Drop Zone,9.579155,0.06795346585430888
Destiny Turns on the Radio,0.710671,0.005033683871799982
Death and the Maiden,5.484156,0.038900423158557046
Dolores Claiborne,5.8025,0.041158998026081174
Dumb and Dumber,9.844558,0.06983643693454128
Eat Drink Man Woman,4.860016,0.03447229849524784
Exotica,5.378467,0.03815058487301135
Exit to Eden,4.322726,0.030660353898924252
Ed Wood,11.720358,0.0831447912195341
French Kiss,9.146544,0.06488419383405884
Forget Paris,16.236745,0.11518748142325294
Far from Home: The Adventures of Yellow Dog,2.657337,0.018844815550310385
A Goofy Movie,10.177977,0.07220196533700851
Hideaway,8.182165,0.058042154492440816
Fluke,4.953936,0.03513863852853845
Farinelli,8.935058,0.06338375102868726
Gordy,0.398924,0.0028219131482240915
Gumby: The Movie,0.090452,0.0006333777697187591
The Glass Shield,1.012197,0.007172939034470172
Hoop Dreams,9.47666,0.06722628823812361
Heavenly Creatures,9.438042,0.06695230272486107
Houseguest,2.688562,0.019066349489189213
Immortal Beloved,7.983666,0.05663385135926202
Heavyweights,9.546707,0.0677232550216831
The Hunted,2.756986,0.0195518014742603
I.Q.,5.146352,0.03650378422536177
Interview with the Vampire,11.970205,0.08491739618437182
Jefferson in Paris,1.596058,0.011315293785078012
The Jerky Boys,0.748846,0.0053045264055613635
Junior,6.710215,0.0475990197820265
Just Cause,9.195256,0.06522979387347166
A Kid in King Arthur's Court,5.874511,0.04166989892192114
Kiss of Death,7.797512,0.055313133061165976
Star Wars,42.149697,0.29903370478715796
Little Women,9.774994,0.06934289692095709
A Little Princess,7.731725,0.05484638996310284
Ladybird Ladybird,0.84508,0.005987283717781215
L'Enfer,1.948315,0.013814473311343453
Like Water for Chocolate,4.126083,0.029265218643745747
Legends of the Fall,12.199047,0.08654097567647456
Major Payne,9.253362,0.06564204210573725
Little Odessa,1.861292,0.013197065850557159
Mi Vida Loca,1.788829,0.012682958122359358
Love Affair,3.290192,0.023334771063173762
Losing Isaiah,7.698526,0.054610850964325004
The Madness of King George,4.81307,0.034139227805268485
Mary Shelley's Frankenstein,14.287753,0.10135984732867107
Man of the House,2.558118,0.018140880373957523
Mixed Nuts,2.899608,0.020563670599345194
Milk Money,3.770115,0.02673971045624158
Miracle on 34th Street,5.831622,0.041365611680781865
Miami Rhapsody,1.137266,0.008060273804738734
My Family,3.121288,0.022136437407052414
Murder in the First,9.518564,0.06752358713883708
Nobody's Fool,2.891269,0.020504507380247977
Nell,5.930957,0.04207036984950975
New Jersey Drive,0.629955,0.004461023074024377
New York Cop,0.004537,2.3831305066260183e-05
Beyond Bedlam,0.426952,0.0030207651334569407
Nemesis 2 - Nebula,1.466491,0.010396046775991935
Nina Takes a Lover,0.769522,0.005451217701646507
Natural Born Killers,11.226856,0.07964351205525617
Only You,4.936761,0.035016785993702775
Once Were Warriors,4.025276,0.028550016985569353
Poison Ivy II: Lily,6.448039,0.04573894349829568
Outbreak,13.676444,0.09702275555470546
Leon: The Professional,20.477329,0.14527341502346192
The Perez Family,1.433544,0.010162295657201201
A Pyromaniac's Love Story,0.463307,0.003278695200644761
Pulp Fiction,140.950236,1.0
Panther,7.160149,0.05079119436186654
Pushing Hands,1.638622,0.011617275228614868
Priest,1.881932,0.013343501735215571
Quiz Show,7.772505,0.055135714351492865
Picture Bride,1.296912,0.009192924155619404
Queen Margot,4.405405,0.031246941714218483
The Quick and the Dead,7.54701,0.053535881027314144
Roommates,3.395867,0.024084510022053505
Prêt-à-Porter,6.259433,0.0444008288441346
Three Colors: Red,7.832755,0.05556317375317259
Three Colors: Blue,8.843517,0.06273428943384639
Three Colors: White,6.5898,0.04674470403342462
"Red Firecracker, Green Firecracker",0.078257,0.0005468571489140424
Rent-a-Kid,1.155255,0.008187901475723238
Relative Fear,0.499601,0.0035361924873595118
Stuart Saves His Family,1.390885,0.009859640211288254
The Swan Princess,8.910462,0.063209248266136
The Secret of Roan Inish,1.750481,0.012410888194797303
The Specialist,10.388183,0.07369332684720746
Stargate,13.328924,0.09455718391534056
The Santa Clause,9.665424,0.06856552386465756
The Shawshank Redemption,51.645403,0.36640347748900887
Shallow Grave,8.223026,0.05833205355654099
Suture,1.298224,0.009202232483171334
Strawberry and Chocolate,1.777197,0.012600431852478222
Swimming with Sharks,5.869261,0.04163265142218971
The Sum of Us,1.407427,0.009977001761870592
Senior Trip,5.05806,0.035877373511783245
To Live,5.260627,0.03731453813618251
Tank Girl,7.602087,0.05392663922592516
Tales from the Crypt: Demon Knight,9.455342,0.06707504210492844
Star Trek: Generations,8.105708,0.05749971028539972
Tales from the Hood,2.86007,0.020283157905177346
Tom & Viv,0.704204,0.004987802046892716
Village of the Damned,6.529879,0.04631957880839474
Tommy Boy,11.971318,0.08492529265431488
Vanya on 42nd Street,7.039846,0.04993767322659227
The Underneath,2.059771,0.014605227088498885
The Walking Dead,0.620873,0.0043965884468699324
What's Eating Gilbert Grape,10.3919,0.07371969807701731
Virtuosity,5.188399,0.03680209767702031
While You Were Sleeping,15.783615,0.11197263198452878
The War,3.908596,0.027722200172490694
Double Happiness,0.372239,0.002632589428160634
Muriel's Wedding,5.254847,0.03727353041266867
The Baby-Sitters Club,2.15805,0.015302493188709358
Ace Ventura: Pet Detective,11.247957,0.0797932186251291
"The Adventures of Priscilla, Queen of the Desert",8.328596,0.05908104756542609
Backbeat,2.487951,0.0176430622189756
Bitter Moon,11.298195,0.08014964527113053
Bullets Over Broadway,5.72288,0.040594113087297115
Clear and Present Danger,7.513245,0.05329632639332716
The Client,15.263829,0.1082848740996907
"Corrina, Corrina",6.924689,0.04912066173581664
Crooklyn,2.533022,0.017962830230479444
The Crow,15.799336,0.11208416873562932
Cobb,2.583363,0.018319987636951786
The Flintstones,15.019586,0.10655202818028059
Forrest Gump,48.307194,0.342719679616447
Four Weddings and a Funeral,8.990345,0.06377599912728754
Higher Learning,7.817811,0.05545714963203231
I Like It Like That,0.289295,0.0020441215009751965
I Love Trouble,3.570874,0.025326143009767405
It Could Happen to You,11.272073,0.07996431590199066
The Jungle Book,10.714235,0.07600658813909918
"The Wonderful, Horrible Life of Leni Riefenstahl",0.568884,0.0040277388728628466
The Lion King,21.605761,0.15327937133144945
Little Buddha,5.681522,0.04030068792655571
New Nightmare,9.860522,0.06994969771277224
The Mask,14.13488,0.10027524979982487
Maverick,15.050326,0.10677012115966042
Mrs. Parker and the Vicious Circle,4.739054,0.03361410191191204
The Naked Gun 33⅓: The Final Insult,10.587232,0.07510553209940575
The Paper,4.006063,0.02841370532607604
Reality Bites,6.514592,0.04621112118393868
Red Rock West,5.137903,0.036443840582460654
Ri¢hie Ri¢h,6.595255,0.046783405959336034
Safe Passage,4.931565,0.03497992161111144
The River Wild,10.511241,0.07456639405138843
Speed,10.859292,0.0770357330092976
Speechless,2.334226,0.016552419953030126
Timecop,8.907074,0.06318521121297598
True Lies,11.396099,0.08084425083564589
When a Man Loves a Woman,4.322544,0.03065906265226689
Wolf,14.063845,0.09977127339155402
Wyatt Earp,9.277147,0.06581079101642524
Bad Company,0.912415,0.006465009507193727
A Man of No Importance,0.406113,0.0028729173911896597
S.F.W.,2.504529,0.017760679180984666
A Low Down Dirty Shame,3.021526,0.021428649775013044
"Boys Life: Three Stories of Love, Lust, and Liberation",0.054148,0.00037580953538547245
Colonel Chabert,0.934312,0.0066203635075021226
"Faster, Pussycat! Kill! Kill!",4.220541,0.029935375658913594
Jason's Lyric,0.912909,0.0064685143195494085
The Secret Adventures of Tom Thumb,0.381704,0.002699741349105008
Street Fighter,13.58449,0.09637036382321905
Coldblooded,2.342756,0.01661293827164138
Desert Winds,0.251223,0.0017740097276847356
Fall Time,1.108494,0.007856143316686801
The Fear,0.268043,0.0018933436220623767
Frank and Ollie,0.142357,0.0010016313837301419
Girl in the Cadillac,0.405392,0.00286780206789321
Homage,0.014925,9.753169120151199e-05
Mirage,0.302957,0.002141050137419152
Open Season,0.012456,8.00147241849605e-05
Dos Crímenes,0.233376,0.001647389512883442
Brother Minister: The Assassination of Malcolm X,0.0368,0.0002527296067491278
Highlander: The Final Dimension,6.866634,0.04870877533640559
Federal Hill,0.100685,0.000705978467766702
In the Mouth of Madness,8.497643,0.060280395772492515
8 Seconds,1.888534,0.013390341352973074
Above the Rim,4.38154,0.031077625222582193
Addams Family Values,17.555909,0.12454663584910232
Martin Lawrence: You So Crazy,0.394194,0.0027883549246565382
The Age of Innocence,8.013617,0.056846346571539356
Airheads,7.09232,0.05030996376009835
The Air Up There,1.896273,0.013445247714958126
Another Stakeout,12.967239,0.09199111497431932
Bad Girls,14.644772,0.10389281211088337
Barcelona,1.632711,0.011575338091298208
Being Human,2.783872,0.01974255124145633
The Beverly Hillbillies,5.673735,0.040245441016001686
Beverly Hills Cop III,11.787784,0.08362316263227529
Black Beauty,8.398845,0.05957944749088001
Blink,3.00282,0.021295935159779504
Blown Away,13.155071,0.09332373828280571
Blue Chips,6.131056,0.04349002460165431
Blue Sky,4.993829,0.03542166986316432
Body Snatchers,6.559693,0.046531102038298126
Boxing Helena,4.304224,0.030529086615108843
A Bronx Tale,6.115628,0.04338056661577689
Cabin Boy,1.679042,0.011904045502737593
Calendar Girl,1.316741,0.009333606188414542
Carlito's Way,8.698509,0.06170549220697879
City Slickers II: The Legend of Curly's Gold,8.605703,0.0610470557383931
Clean Slate,2.724621,0.019322179506868365
Cliffhanger,9.830853,0.06973920322333763
Coneheads,10.722729,0.07606685104628369
Color of Night,14.228963,0.10094274627929761
Cops & Robbersons,7.042878,0.0499591845445324
The Cowboy Way,4.286279,0.0304017711136459
Dangerous Game,2.70097,0.019154381294268746
Dave,13.696394,0.09716429605368489
Dazed and Confused,6.8652,0.04869860144790752
Demolition Man,11.626116,0.08247616667292662
The Endless Summer 2,0.408159,0.0028874332739421363
Even Cowgirls Get the Blues,2.970724,0.02106822168332619
Fatal Instinct,3.555139,0.025214506932000925
Farewell My Concubine,4.875827,0.03458447377491519
The Favor,1.344876,0.009533217313165728
Fearless,9.284624,0.06586383855080466
Fear of a Black Hat,0.985441,0.006983111586315108
With Honors,2.969003,0.021056011598176133
Flesh and Bone,1.896869,0.013449476193022874
Widows' Peak,0.409427,0.0028964294319725075
For Love or Money,8.468869,0.06007625109491687
The Firm,9.678367,0.06865735136732877
Free Willy,5.990572,0.04249332407741243
Fresh,3.970215,0.028159372303147998
The Fugitive,10.08937,0.07157331977344611
Geronimo: An American Legend,4.653462,0.033006847055338254
The Getaway,14.214403,0.10083944654670912
Getting Even with Dad,2.410545,0.01709388508293543
Go Fish,0.775898,0.005496453903225094
A Good Man in Africa,5.22583,0.03706766170796261
Guilty as Sin,5.385108,0.03819770118648115
Hard Target,7.834351,0.055574496993090944
Heaven & Earth,4.190541,0.029722532803305432
Hot Shots! Part Deux,13.482371,0.09564585383749073
Live Nude Girls,2.138959,0.01516704709016218
The Englishman Who Went Up a Hill But Came Down a Mountain,5.331753,0.03781916016778204
The House of the Spirits,10.687795,0.07581900263568984
House Party 3,0.996047,0.007058358630534446
The Hudsucker Proxy,7.550545,0.05356096101046663
I'll Do Anything,1.742974,0.012357627817562288
In the Army Now,6.071466,0.04306724774279797
In the Line of Fire,12.637158,0.08964926888691943
In the Name of the Father,7.405895,0.05253470370834263
The Inkwell,0.613335,0.004343108132017456
What's Love Got to Do with It,14.820883,0.10514227771568366
Jimmy Hollywood,4.563989,0.03237205742801063
Judgment Night,5.538671,0.03928719410100634
Jurassic Park,8.863776,0.06287802221423858
Kalifornia,8.4337,0.05982673541528743
Killing Zoe,4.948569,0.03510056094167015
King of the Hill,4.375347,0.03103368736242281
Lassie,3.645342,0.025854475735481684
Last Action Hero,9.434006,0.06692366826601992
Life With Mikey,6.446229,0.045726101979340655
Lightning Jack,2.913584,0.02066282699101118
M. Butterfly,6.516976,0.04622803509619766
Made in America,5.43085,0.03852222978318877
Malice,9.861672,0.06995785668890389
The Man without a Face,5.997712,0.04254398067704717
Manhattan Murder Mystery,8.939404,0.06341458486370304
Menace II Society,5.260924,0.03731664528045303
Executive Decision,13.106291,0.09297765579958685
In the Realm of the Senses,8.932494,0.06336556005929463
What Happened Was...,0.534606,0.003784544626044965
Much Ado About Nothing,8.62724,0.0611998556244342
Mr. Jones,6.579753,0.04667342296108145
Mr. Wonderful,13.011091,0.09230223447112362
Mrs. Doubtfire,11.16553,0.07920841868982198
Naked,8.665198,0.06146915859487335
The Next Karate Kid,9.9697,0.07072428962242516
The New Age,0.596207,0.0042215890509889045
No Escape,9.715187,0.06891858049877851
